yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
196709,96.71,2.92,5.3,0.5135648458,0.0442,0.0565,0.064,0.0517,0.0055998163,0.0032,0.0029850746,-0.0004,0.0094,0.0003585438,0.0022640229,0.033815,0.032597
196710,93.9,2.92,5.31,0.5409552822,0.0456,0.0582,0.0652,0.0549,0.0037152213,0.0039,0.0029761905,-0.04,-0.0281,0.0004449025,0.0022940724,-0.027448,-0.028701
196711,94.0,2.92,5.32,0.5433826972,0.0473,0.0607,0.0672,0.0567,0.0027729982,0.0036,0.0029673591,-0.0196,-0.0272,0.0009547825,0.0028493145,0.006435,0.000533
196712,96.47,2.92,5.33,0.5257924451,0.0497,0.0619,0.0693,0.0556,0.01436111,0.0033,0.0029585799,0.0192,0.0127,0.0002708992,0.0029522247,0.027079,0.025857
196801,92.24,2.93,5.3667,0.5563023835,0.05,0.0617,0.0684,0.0536,0.0128542354,0.004,0.005899705,0.0328,0.0361,0.0004833189,0.0025043814,-0.041875,-0.043523
196802,89.36,2.94,5.4033,0.5662105889,0.0498,0.061,0.068,0.0542,0.0104508102,0.0039,0.0029325513,-0.0033,0.0037,0.0008204453,0.0025561893,-0.0269,-0.031973
196803,90.2,2.95,5.44,0.5668098065,0.0517,0.0611,0.0685,0.056,0.0126772459,0.0038,0.0029239766,-0.0212,-0.0197,0.001395481,0.0034032192,0.009696,0.008585
196804,97.59,2.9633,5.4833,0.5223520642,0.0538,0.0621,0.0697,0.0547,0.0081402394,0.0043,0.0029154519,0.0227,0.0048,0.0016075746,0.0036993101,0.084092,0.082642
196805,98.68,2.9767,5.5267,0.5300333704,0.0566,0.0627,0.0703,0.0547,0.0106465009,0.0045,0.0029069767,0.0043,0.0032,0.000386531,0.0029648972,0.016374,0.011104
196806,99.58,2.99,5.57,0.5307418133,0.0552,0.0628,0.0707,0.0534,0.0120901814,0.0043,0.0057971014,0.023,0.0122,0.0004995047,0.0026268741,0.009916,0.008695
196807,97.74,3.0033,5.6,0.5396375991,0.0531,0.0624,0.0698,0.0517,0.0138855278,0.0048,0.0057636888,0.0289,0.0341,0.0007566193,0.0026163853,-0.017444,-0.018664
196808,98.86,3.0167,5.63,0.5318021004,0.0509,0.0602,0.0682,0.052,0.0180351377,0.0042,0.0028653295,-0.0003,0.0206,0.0003164034,0.0028815826,0.016415,0.011259
196809,102.67,3.03,5.66,0.5091954391,0.0519,0.0597,0.0679,0.0531,0.0182871234,0.0043,0.0028571429,-0.0102,-0.0053,0.0002682317,0.0024118186,0.039351,0.03821
196810,103.41,3.0433,5.6933,0.500320247,0.0535,0.0609,0.0684,0.0543,0.019410182,0.0044,0.0056980057,-0.0132,-0.016,0.000268403,0.002547129,0.008587,0.006751
196811,108.37,3.0567,5.7267,0.4837170585,0.0545,0.0619,0.0701,0.0566,0.0211887855,0.0042,0.0028328612,-0.0269,-0.0226,0.0002629658,0.0024623206,0.05358,0.048659
196812,103.86,3.07,5.76,0.5049006623,0.0596,0.0645,0.0723,0.0598,0.0319614467,0.0043,0.0028248588,-0.0363,-0.0233,0.0003339751,0.0023475611,-0.040826,-0.042141
196901,103.01,3.08,5.78,0.5036731674,0.0614,0.0659,0.0732,0.0617,0.0365244924,0.0053,0.0028169014,-0.0206,0.0139,0.0006067703,0.0021968795,-0.007547,-0.008612
196902,98.13,3.09,5.8,0.5263971896,0.0612,0.0666,0.073,0.0618,0.0413173288,0.0046,0.0056179775,0.0042,-0.016,0.0005955963,0.0023357287,-0.042321,-0.047384
196903,101.51,3.1,5.82,0.557040236,0.0602,0.0685,0.0751,0.062,0.0395080039,0.0046,0.0083798883,0.001,-0.02,0.000541631,0.0022973853,0.034847,0.033599
196904,103.69,3.11,5.8267,0.5484224042,0.0611,0.0689,0.0754,0.0593,0.0442909517,0.0053,0.0055401662,0.0427,0.0335,0.0005504122,0.0018842739,0.022771,0.021449
196905,103.46,3.12,5.8333,0.5558044285,0.0604,0.0679,0.0752,0.0635,0.0440056458,0.0048,0.0027548209,-0.049,-0.0227,0.0004268974,0.001576849,0.003854,-0.001862
196906,97.71,3.13,5.84,0.5967773337,0.0644,0.0698,0.077,0.0623,0.0451527603,0.0051,0.0054945055,0.0214,0.0035,0.0007522369,0.0011927635,-0.054357,-0.055686
196907,91.83,3.1367,5.8567,0.6390179896,0.07,0.0708,0.0784,0.0621,0.0511608862,0.0053,0.0054644809,0.0079,0.0005,0.00230565,0.0015607611,-0.058632,-0.059919
196908,95.51,3.1433,5.8733,0.6227889856,0.0698,0.0697,0.0786,0.063,0.0469147527,0.005,0.0054347826,-0.0069,-0.002,0.0009182338,0.0014767373,0.045728,0.04018
196909,93.12,3.15,5.89,0.6408884625,0.0709,0.0714,0.0805,0.0677,0.0483912244,0.0062,0.0027027027,-0.0531,-0.0244,0.0008915878,0.0021746674,-0.023941,-0.025285
196910,97.24,3.1533,5.8533,0.608768794,0.07,0.0733,0.0822,0.0653,0.0486302811,0.006,0.0053908356,0.0365,0.0127,0.0007537233,0.0018446799,0.0469,0.044661
196911,93.81,3.1567,5.8167,0.6415117567,0.0724,0.0735,0.0825,0.0676,0.0479040093,0.0052,0.0053619303,-0.0243,-0.0471,0.0005091362,0.0015408249,-0.029152,-0.034433
196912,92.06,3.16,5.78,0.6510820131,0.0782,0.0772,0.0865,0.0687,0.0342737833,0.0064,0.0053333333,-0.0068,-0.0134,0.0011635548,0.0008222518,-0.016922,-0.018365
197001,85.02,3.1633,5.73,0.7003467462,0.0787,0.0791,0.0886,0.0693,0.034473208,0.006,0.0026525199,-0.0021,0.0141,0.0010670973,0.0009076075,-0.075398,-0.076809
197002,89.5,3.1667,5.68,0.670147507,0.0713,0.0793,0.0878,0.0651,0.035855217,0.0062,0.0052910053,0.0587,0.0401,0.0010587117,0.0003789185,0.059521,0.053615
197003,89.63,3.17,5.63,0.6903267691,0.0663,0.0784,0.0863,0.0661,0.0358415812,0.0057,0.0052631579,-0.0068,-0.0045,0.000963539,-0.0004314362,0.002806,0.001232
197004,81.52,3.1733,5.5933,0.7367505808,0.0651,0.0783,0.087,0.0699,0.0357121248,0.005,0.0078534031,-0.0413,-0.025,0.001614677,0.0004939943,-0.088831,-0.090035
197005,76.55,3.1767,5.5567,0.7742276283,0.0684,0.0811,0.0898,0.0743,0.0386610283,0.0053,0.0025974026,-0.0468,-0.0163,0.0081518544,-0.000237626,-0.054689,-0.061112
197006,72.72,3.18,5.52,0.7933814171,0.0668,0.0848,0.0925,0.0709,0.0422907479,0.0058,0.0051813472,0.0486,0.0001,0.002651911,-0.0002522946,-0.049032,-0.050902
197007,78.05,3.1833,5.4667,0.7387075682,0.0645,0.0844,0.094,0.0687,0.0430738217,0.0052,0.0051546392,0.0319,0.0556,0.0021264764,0.0003278095,0.075523,0.073219
197008,81.52,3.1867,5.4133,0.7092782966,0.0641,0.0813,0.0944,0.0694,0.0387292526,0.0053,0.0,-0.0019,0.01,0.0018871043,0.0015175963,0.049778,0.043782
197009,84.21,3.19,5.36,0.7129147605,0.0612,0.0809,0.0939,0.068,0.0379424193,0.0054,0.0051282051,0.0228,0.0139,0.0010579649,0.000875697,0.034702,0.033021
197010,83.25,3.1733,5.2833,0.7176982835,0.0591,0.0803,0.0933,0.0693,0.0369624911,0.0046,0.0051020408,-0.0109,-0.0096,0.0010433957,0.000624019,-0.009032,-0.011639
197011,87.2,3.1567,5.2067,0.682920072,0.0528,0.0805,0.0938,0.0637,0.035224928,0.0046,0.0050761421,0.0791,0.0584,0.0008854536,0.0005711349,0.054387,0.048836
197012,92.15,3.14,5.13,0.6464263577,0.0487,0.0764,0.0912,0.0648,0.0314617074,0.0042,0.0050505051,-0.0084,0.0372,0.0005351999,0.0015125012,0.058684,0.057358
197101,95.88,3.13,5.16,0.6244099021,0.0444,0.0736,0.0874,0.0612,0.0305931302,0.0038,0.0,0.0506,0.0532,0.0005410309,0.0016976254,0.042828,0.0415
197102,96.75,3.12,5.19,0.6170704232,0.037,0.0708,0.0839,0.0629,0.0258013751,0.0033,0.0025125628,-0.0163,-0.0366,0.0004514536,0.0018948256,0.013317,0.008152
197103,100.31,3.11,5.22,0.6338113825,0.0338,0.0721,0.0846,0.0593,0.0263988451,0.003,0.0025062657,0.0526,0.0258,0.0004927194,0.0021051754,0.039068,0.037624
197104,103.95,3.1067,5.2533,0.6086541014,0.0386,0.0725,0.0845,0.0619,0.0265569787,0.0028,0.0025,-0.0283,-0.0236,0.0003075549,0.0020432328,0.036965,0.035789
197105,99.63,3.1033,5.2867,0.6314096562,0.0414,0.0753,0.0862,0.0624,0.0297225774,0.0029,0.0049875312,-0.0006,-0.0161,0.0005392763,0.0018246132,-0.03715,-0.042138
197106,99.7,3.1,5.32,0.6432210427,0.0475,0.0764,0.0875,0.0641,0.0272784983,0.0037,0.0074441687,-0.0159,0.0107,0.0009245396,0.0013777546,0.002439,0.001061
197107,95.58,3.0967,5.3567,0.6677306245,0.054,0.0764,0.0876,0.0643,0.0257963205,0.004,0.0024630542,0.003,-0.0025,0.0005184344,0.0015360273,-0.040827,-0.041901
197108,99.03,3.0933,5.3933,0.6382575968,0.0494,0.0759,0.0876,0.061,0.0267819627,0.0047,0.0024570025,0.0471,0.0554,0.0024512229,0.0014284515,0.042036,0.036549
197109,98.34,3.09,5.43,0.6460848296,0.0469,0.0744,0.0859,0.0598,0.0279344169,0.0037,0.0,0.0204,-0.0102,0.0005242639,0.0011670679,-0.005038,-0.006387
197110,94.23,3.0833,5.52,0.6831942789,0.0446,0.0739,0.0848,0.0588,0.029243829,0.0037,0.0024509804,0.0167,0.0282,0.0006619355,0.0009808042,-0.040129,-0.042015
197111,93.99,3.0767,5.61,0.6894892583,0.0422,0.0726,0.0838,0.0596,0.0294519101,0.0037,0.0,-0.0047,0.0029,0.0018662556,0.00142819,0.002898,-0.002029
197112,102.09,3.07,5.7,0.6439002471,0.0401,0.0725,0.0838,0.0597,0.0340233587,0.0037,0.0048899756,0.0044,0.0223,0.0011829844,0.0022538795,0.08788,0.086486
197201,103.94,3.07,5.7367,0.6353569726,0.0338,0.0719,0.0823,0.0606,0.0330751166,0.0029,0.0,-0.0063,-0.0033,0.0004942247,0.0023504572,0.019088,0.017814
197202,106.57,3.07,5.7733,0.6175858985,0.032,0.0727,0.0823,0.0602,0.0330297786,0.0025,0.00486618,0.0088,0.0107,0.0002843844,0.0022955076,0.030221,0.025416
197203,107.2,3.07,5.81,0.6459019879,0.0373,0.0724,0.0824,0.0613,0.0317231825,0.0027,0.0024213075,-0.0082,0.0024,0.0005451044,0.0022397228,0.007315,0.006132
197204,107.67,3.07,5.8633,0.6367838016,0.0371,0.073,0.0824,0.0615,0.0324918322,0.0029,0.0024154589,0.0027,0.0035,0.0003833915,0.0020286355,0.005476,0.004658
197205,109.53,3.07,5.9167,0.6324423349,0.0369,0.073,0.0823,0.0597,0.0306570665,0.003,0.0024096386,0.027,0.0163,0.0007690517,0.0018280014,0.022019,0.016763
197206,107.14,3.07,5.97,0.6540154785,0.0391,0.0723,0.082,0.0607,0.0341993895,0.0029,0.0024038462,-0.0065,-0.0068,0.0003653522,0.0015414101,-0.020156,-0.021378
197207,107.39,3.0733,6.0267,0.6570495491,0.0398,0.0721,0.0823,0.0593,0.0333250925,0.0031,0.0047961631,0.0216,0.003,0.000595487,0.0013485364,0.003245,0.002126
197208,111.09,3.0767,6.0833,0.6304670395,0.0402,0.0719,0.0819,0.0595,0.0318487846,0.0029,0.0023866348,0.0029,0.0072,0.0005949987,0.0010688822,0.039425,0.034649
197209,110.55,3.08,6.14,0.6373850011,0.0466,0.0722,0.0809,0.0606,0.0328697745,0.0034,0.0023809524,-0.0083,0.0031,0.0004657121,0.0008839673,-0.003277,-0.004516
197210,111.58,3.1033,6.2333,0.6358841259,0.0474,0.0721,0.0806,0.0591,0.0323534438,0.004,0.0047505938,0.0234,0.0101,0.0008582678,0.0009085387,0.010878,0.009503
197211,116.67,3.1267,6.3267,0.5967334833,0.0478,0.0712,0.0799,0.0577,0.0309522498,0.0037,0.0023640662,0.0226,0.0249,0.0004884564,0.0004837741,0.050297,0.045173
197212,118.05,3.15,6.42,0.5956745946,0.0507,0.0708,0.0793,0.0599,0.0342034837,0.0037,0.0023584906,-0.0229,-0.0004,0.000517171,0.0003114465,0.013663,0.012622
197301,116.03,3.1567,6.5467,0.6081960321,0.0541,0.0715,0.079,0.0685,0.0356473121,0.0044,0.0023529412,-0.0321,-0.0054,0.0005156042,-0.0001203033,-0.016752,-0.018044
197302,111.68,3.1633,6.6733,0.6361837352,0.056,0.0722,0.0797,0.0688,0.036299867,0.0041,0.0070422535,0.0014,0.0023,0.0012645944,-0.0002073298,-0.033818,-0.038229
197303,111.52,3.17,6.8,0.6760181281,0.0609,0.0729,0.0803,0.0686,0.0367061493,0.0046,0.0093240093,0.0082,0.0045,0.0015575644,-0.000695859,-0.001093,-0.002089
197304,106.97,3.1867,6.9433,0.6977198485,0.0626,0.0726,0.0809,0.0687,0.0378332368,0.0052,0.0069284065,0.0046,0.0061,0.0015175398,0.0001653627,-0.040064,-0.041236
197305,104.95,3.2033,7.0867,0.7132159617,0.0636,0.0729,0.0806,0.0703,0.0396022163,0.0051,0.0068807339,-0.0105,-0.0039,0.0030775217,-7.33602e-05,-0.01395,-0.019002
197306,104.26,3.22,7.23,0.7209743078,0.0719,0.0737,0.0813,0.071,0.0390133985,0.0051,0.006833713,-0.0021,-0.0056,0.0021646025,0.0007439782,-0.005178,-0.006522
197307,108.22,3.2367,7.3833,0.6939766839,0.0801,0.0745,0.0824,0.076,0.0373500626,0.0064,0.0022624434,-0.0433,-0.0476,0.0018680136,0.00023903,0.039128,0.037679
197308,104.25,3.2533,7.5367,0.7243372354,0.0867,0.0768,0.0853,0.0728,0.0373887675,0.007,0.0180586907,0.0391,0.0356,0.0010958834,0.0002520752,-0.031544,-0.036505
197309,108.43,3.27,7.69,0.6788089959,0.0829,0.0763,0.0863,0.0703,0.0343612257,0.0068,0.0022172949,0.0318,0.0356,0.0009345578,-5.45824e-05,0.042219,0.041038
197310,108.29,3.3067,7.8467,0.6720817914,0.0722,0.076,0.0841,0.0689,0.0346603301,0.0065,0.0088495575,0.0215,-0.0066,0.0013447449,-0.0008873582,0.000312,-0.00156
197311,95.96,3.3433,8.0033,0.7818789906,0.0783,0.0767,0.0842,0.0712,0.0387363392,0.0056,0.0065789474,-0.0183,0.0078,0.0043697483,-0.0013245342,-0.10722,-0.113046
197312,97.55,3.38,8.16,0.7555884634,0.0745,0.0768,0.0848,0.0726,0.0130073951,0.0064,0.0065359477,-0.0082,-0.0089,0.005358338,-0.0006401994,0.017971,0.016534
197401,96.57,3.4,8.2267,0.751446438,0.0777,0.0783,0.0848,0.074,0.0116267491,0.0063,0.0086580087,-0.0083,-0.0053,0.0034094717,-0.000936753,-0.00812,-0.009749
197402,96.22,3.42,8.2933,0.7470977188,0.0712,0.0785,0.0853,0.0748,0.0109186477,0.0058,0.0128755365,-0.0024,0.0009,0.0018780077,-0.0009573139,0.001992,-0.003695
197403,93.98,3.44,8.36,0.8151840129,0.0796,0.0801,0.0862,0.0783,0.0103999361,0.0056,0.0127118644,-0.0292,-0.0307,0.001693635,-0.0011670985,-0.021818,-0.023154
197404,90.31,3.46,8.4867,0.8248580819,0.0833,0.0825,0.0887,0.0816,0.0096574913,0.0075,0.0041841004,-0.0253,-0.0341,0.0017291765,-0.0010474939,-0.037649,-0.039359
197405,87.28,3.48,8.6133,0.8604161213,0.0823,0.0837,0.0905,0.081,0.0092469234,0.0075,0.0125,0.0123,0.0105,0.0020987464,-0.001237991,-0.026896,-0.033127
197406,86.0,3.5,8.74,0.8601587717,0.079,0.0847,0.0927,0.0812,0.0080281695,0.006,0.0082304527,0.0045,-0.0285,0.0023003694,-0.0016917665,-0.012816,-0.014583
197407,79.31,3.53,8.8633,0.9112393224,0.0755,0.0872,0.0948,0.0823,0.0068388852,0.007,0.0081632653,-0.0029,-0.0211,0.0049175157,-0.0019992526,-0.076698,-0.0785
197408,72.15,3.56,8.9867,1.0171239942,0.0896,0.09,0.0977,0.0855,0.0065552244,0.006,0.012145749,-0.0232,-0.0268,0.0047910264,-0.00230981,-0.082177,-0.089737
197409,63.54,3.59,9.11,1.1354401435,0.0806,0.0924,0.1018,0.0837,0.0051374792,0.0081,0.012,0.0247,0.0174,0.0078117125,-0.0017001444,-0.117511,-0.119578
197410,73.9,3.5933,9.0367,1.0370837841,0.0746,0.0927,0.1048,0.0795,0.0036384075,0.0051,0.0098814229,0.0489,0.0885,0.010084948,-0.0018954501,0.168113,0.164814
197411,69.97,3.5967,8.9633,1.115637022,0.0747,0.0889,0.106,0.0771,0.0078146012,0.0054,0.0078277886,0.0295,0.0117,0.003513799,-0.0018215318,-0.045688,-0.053816
197412,68.56,3.6,8.89,1.1200181747,0.0715,0.0889,0.1063,0.076,0.008771574,0.007,0.0077669903,0.0171,-0.0075,0.0038144275,-0.0008304879,-0.018021,-0.020305
197501,76.98,3.6233,8.7433,0.9808296267,0.0626,0.0883,0.1081,0.0796,0.0085104486,0.0058,0.0038535645,0.0225,0.0596,0.0040172082,-0.0012299241,0.12361,0.121698
197502,81.59,3.6467,8.5967,0.9339016305,0.055,0.0862,0.1065,0.0788,0.0116523318,0.0043,0.0076775432,0.0131,0.0137,0.0021790299,-0.0007081241,0.06746,0.059497
197503,83.36,3.67,8.45,0.9724663152,0.0549,0.0867,0.1048,0.0824,0.0204669502,0.0041,0.0038095238,-0.0267,-0.0247,0.0024026153,-0.0007042916,0.024014,0.022122
197504,87.3,3.6833,8.2867,0.909489371,0.0561,0.0895,0.1058,0.0852,0.0224962245,0.0044,0.0037950664,-0.0182,-0.0052,0.0023137776,-0.0006734883,0.049424,0.047293
197505,91.15,3.6967,8.1233,0.8975236997,0.0523,0.089,0.1069,0.0836,0.0229537717,0.0044,0.0056710775,0.0212,0.0106,0.0018071722,-0.0004098218,0.051193,0.044794
197506,95.19,3.71,7.96,0.8498390198,0.0534,0.0877,0.1062,0.0813,0.0229616961,0.0041,0.007518797,0.0292,0.0304,0.0013533555,-0.0008054238,0.04622,0.044342
197507,88.75,3.71,7.8933,0.898365624,0.0613,0.0884,0.1055,0.0829,0.0256278961,0.0048,0.0111940299,-0.0087,-0.003,0.0012444037,-0.001182099,-0.065504,-0.067553
197508,86.88,3.71,7.8267,0.8942466541,0.0644,0.0895,0.1059,0.0844,0.0263663778,0.0048,0.0018450185,-0.0068,-0.0175,0.0023431364,-0.0015740132,-0.015663,-0.021731
197509,83.87,3.71,7.76,0.9409482541,0.0642,0.0895,0.1061,0.0862,0.0279195234,0.0053,0.0055248619,-0.0098,-0.0126,0.0023046248,-0.0014922567,-0.03225,-0.034226
197510,89.04,3.7,7.8267,0.8934979188,0.0596,0.0886,0.1062,0.0819,0.025898458,0.0056,0.0054945055,0.0475,0.0553,0.0021545816,-0.0015430243,0.064855,0.062135
197511,91.24,3.69,7.8933,0.8679284743,0.0548,0.0878,0.1056,0.0838,0.0246224796,0.0041,0.0072859745,-0.0109,-0.0088,0.0008126854,-0.0016529119,0.030089,0.023996
197512,90.19,3.68,7.96,0.876338851,0.0544,0.0879,0.1056,0.0805,0.0237119656,0.0048,0.0036166365,0.039,0.0442,0.0013307999,-0.0004651156,-0.010485,-0.012296
197601,100.86,3.6833,8.1933,0.7659338857,0.0487,0.086,0.1041,0.0802,0.0218521822,0.0047,0.0018018018,0.009,0.0188,0.0019782826,-0.0001102926,0.120143,0.118545
197602,99.71,3.6867,8.4267,0.7680365203,0.0488,0.0855,0.1024,0.0802,0.0222330928,0.0034,0.0035971223,0.0062,0.0061,0.0012214388,-0.0001707836,-0.005756,-0.01162
197603,102.77,3.69,8.66,0.7840312172,0.05,0.0852,0.1012,0.0792,0.0150721313,0.004,0.0017921147,0.0166,0.0167,0.0012657161,-0.0004387984,0.03264,0.030786
197604,101.64,3.7133,8.8567,0.7860761398,0.0486,0.084,0.0994,0.0797,0.0142394847,0.0042,0.0035778175,0.0018,-0.0015,0.0010071323,-0.0013534097,-0.00961,-0.010699
197605,100.18,3.7367,9.0533,0.8035027635,0.052,0.0858,0.0986,0.0821,0.0141483212,0.0037,0.0071301248,-0.0158,-0.0103,0.0009364703,-0.0010527004,-0.008116,-0.015026
197606,104.28,3.76,9.25,0.7814276312,0.0541,0.0862,0.0989,0.0807,0.0189250313,0.0043,0.0053097345,0.0208,0.015,0.0009715815,-0.0012775825,0.043959,0.042158
197607,103.44,3.79,9.35,0.7958238544,0.0523,0.0856,0.0982,0.0805,0.0188427707,0.0047,0.0052816901,0.0078,0.0149,0.0004871522,-0.0014411039,-0.007202,-0.008454
197608,102.91,3.82,9.45,0.8047322694,0.0514,0.0845,0.0964,0.079,0.0206295275,0.0042,0.0052539405,0.0211,0.0231,0.0007445224,-0.0012977566,0.001599,-0.004982
197609,105.24,3.85,9.55,0.7913632737,0.0508,0.0838,0.094,0.0781,0.0237826575,0.0044,0.0034843206,0.0145,0.0167,0.0008906883,-0.0014566973,0.024421,0.02267
197610,102.9,3.9167,9.67,0.8120796327,0.0492,0.0832,0.0929,0.0779,0.0255691262,0.0041,0.0052083333,0.0084,0.007,0.001269993,-0.0011566296,-0.020211,-0.021995
197611,102.1,3.9833,9.79,0.8272629379,0.0475,0.0825,0.0923,0.0749,0.0278954289,0.004,0.0017271157,0.0339,0.0319,0.0011179253,-0.0009224102,-0.001041,-0.008628
197612,107.46,4.05,9.91,0.779973125,0.0435,0.0798,0.0912,0.0721,0.0285665543,0.004,0.0034482759,0.0327,0.0347,0.0005762273,-0.0011227041,0.053775,0.05217
197701,102.03,4.0967,9.9667,0.8210652053,0.0462,0.0796,0.0908,0.0764,0.0295997969,0.0036,0.0051546392,-0.0388,-0.0303,0.00069563,-0.0015928437,-0.049654,-0.051167
197702,99.82,4.1433,10.0233,0.8368039982,0.0467,0.0804,0.0912,0.0775,0.0279702171,0.0035,0.0102564103,-0.0049,-0.002,0.0003346756,-0.0016537032,-0.015638,-0.0224
197703,98.42,4.19,10.08,0.8684299283,0.046,0.081,0.0912,0.0772,0.0303383572,0.0038,0.0067681895,0.0091,0.0094,0.0006657328,-0.0017320885,-0.012502,-0.014548
197704,98.44,4.2467,10.1933,0.8611500701,0.0454,0.0804,0.0907,0.0771,0.0311400296,0.0038,0.0084033613,0.0071,0.01,0.0009848511,-0.0016386999,0.000641,-0.000503
197705,96.12,4.3033,10.3067,0.8882113369,0.0496,0.0805,0.0901,0.0765,0.0353154695,0.0037,0.005,0.0125,0.0106,0.0006348018,-0.0013541819,-0.015064,-0.023541
197706,100.48,4.36,10.42,0.8711120812,0.0502,0.0795,0.0891,0.0754,0.0319410996,0.004,0.0066334992,0.0164,0.0175,0.0005633646,-0.0015935849,0.047776,0.045705
197707,98.85,4.4067,10.5167,0.8967833991,0.0519,0.0794,0.0887,0.0768,0.033181837,0.0042,0.0049423394,-0.007,-0.0005,0.000594708,-0.0016868214,-0.015453,-0.016589
197708,96.77,4.4533,10.6133,0.9265342604,0.0549,0.0798,0.0882,0.0754,0.0337503868,0.0044,0.0032786885,0.0198,0.0136,0.0005824464,-0.001666359,-0.01231,-0.020221
197709,96.53,4.5,10.71,0.9422625161,0.0581,0.0792,0.088,0.0764,0.0323675866,0.0043,0.0032679739,-0.0029,-0.0022,0.0004631961,-0.0018026906,-0.000825,-0.003084
197710,92.34,4.5567,10.77,0.9753772836,0.0616,0.0804,0.0889,0.0781,0.0327751368,0.0049,0.003257329,-0.0093,-0.0038,0.0007261726,-0.0012570464,-0.041984,-0.043869
197711,94.83,4.6133,10.83,0.9620344703,0.061,0.0808,0.0895,0.0777,0.0292167295,0.005,0.0048701299,0.0093,0.0061,0.001387547,-0.0012900084,0.036752,0.026953
197712,95.1,4.67,10.89,0.9603330245,0.0607,0.0819,0.0899,0.0803,0.0304753992,0.0049,0.0032310178,-0.0168,-0.0105,0.0006266271,-0.0018338899,0.00557,0.003637
197801,89.25,4.7133,10.9,1.0367310889,0.0644,0.0841,0.0917,0.0816,0.0288142482,0.0049,0.0064412238,-0.008,-0.0089,0.0009080501,-0.0018933608,-0.060643,-0.062611
197802,87.04,4.7567,10.91,1.0755672937,0.0645,0.0847,0.092,0.0822,0.0311689879,0.0046,0.0064,0.0004,0.0051,0.0006698948,-0.001551213,-0.01626,-0.024938
197803,89.21,4.8,10.92,1.1114925531,0.0629,0.0847,0.0922,0.0831,0.0275695984,0.0053,0.0079491256,-0.0021,0.0042,0.0006228568,-0.0013817078,0.026925,0.024356
197804,96.83,4.8367,11.0233,1.0053504037,0.0629,0.0856,0.0932,0.0838,0.0229459889,0.0054,0.0078864353,-0.0005,-0.0023,0.001741181,-0.0019860558,0.088964,0.087593
197805,97.24,4.8733,11.1267,1.0014156386,0.0641,0.0869,0.0949,0.0852,0.0165594591,0.0051,0.0093896714,-0.0058,-0.0108,0.0010850552,-0.0023334338,0.013719,0.004436
197806,95.53,4.91,11.23,1.0279015813,0.0673,0.0876,0.096,0.0865,0.0165234648,0.0054,0.0108527132,-0.0062,0.0023,0.0010274141,-0.0018349394,-0.016578,-0.018953
197807,100.68,4.9467,11.3433,0.9762603361,0.0701,0.0888,0.096,0.0858,0.0146714141,0.0056,0.0076687117,0.0143,0.0101,0.0008499296,-0.0015001826,0.056974,0.055121
197808,103.29,4.9833,11.4567,0.9600602176,0.0708,0.0869,0.0948,0.0843,0.0120027078,0.0056,0.00456621,0.0218,0.0257,0.0010022377,-0.0018316643,0.033641,0.025563
197809,102.54,5.02,11.57,0.9722575131,0.0785,0.0869,0.0942,0.086,0.0127039061,0.0062,0.0075757576,-0.0106,-0.0048,0.0009479772,-0.0025993048,-0.005163,-0.007483
197810,93.15,5.0367,11.8233,1.0622752224,0.0799,0.0889,0.0959,0.0889,0.0143505524,0.0068,0.0090225564,-0.02,-0.0205,0.0021000234,-0.0018702195,-0.08957,-0.092269
197811,94.7,5.0533,12.0767,1.053527402,0.0864,0.0903,0.0983,0.0877,0.0140892722,0.007,0.0044709389,0.0189,0.0134,0.003180889,-0.0018611309,0.026771,0.0174
197812,96.11,5.07,12.33,1.0457012956,0.0908,0.0916,0.0994,0.0898,0.0148505522,0.0078,0.0044510386,-0.013,-0.0133,0.00166563,-0.0015481539,0.016627,0.014264
197901,99.93,5.1133,12.6533,1.0030742833,0.0935,0.0925,0.1013,0.0886,0.0143875325,0.0077,0.0088626292,0.0191,0.0184,0.0010011132,-0.0018498194,0.042697,0.040161
197902,96.28,5.1567,12.9767,1.0407754507,0.0932,0.0926,0.1008,0.0908,0.0122277102,0.0073,0.0117130307,-0.0135,-0.0128,0.0008140809,-0.0013147274,-0.028649,-0.036958
197903,101.59,5.2,13.3,1.0330789394,0.0948,0.0937,0.1026,0.0902,0.0116703077,0.0081,0.010130246,0.0129,0.0106,0.0008007332,-0.001349922,0.057361,0.054825
197904,101.76,5.2467,13.5267,1.0418762428,0.0946,0.0938,0.1033,0.0922,0.0115703138,0.008,0.0114613181,-0.0112,-0.0052,0.0006468352,-0.0015582344,0.004183,0.002218
197905,99.08,5.2933,13.7533,1.0831418044,0.0961,0.095,0.1047,0.0903,0.0141831592,0.0082,0.0127478754,0.0261,0.0228,0.000924227,-0.0014325784,-0.016818,-0.026303
197906,102.91,5.34,13.98,1.0578636072,0.0906,0.0929,0.1038,0.0877,0.0120683771,0.0081,0.0111888112,0.0311,0.0269,0.000571481,-0.0013276842,0.040324,0.037792
197907,103.81,5.3967,14.1967,1.0523144538,0.0924,0.092,0.1029,0.0895,0.0096782476,0.0077,0.0110650069,-0.0085,-0.0031,0.0007076848,-0.0009540757,0.012051,0.009737
